Price,Close,Dividends,High,Low,Open,Stock Splits,Volume
Ticker,^GDAXI,^GDAXI,^GDAXI,^GDAXI,^GDAXI,^GDAXI,^GDAXI
Date,,,,,,,
2016-08-05,10367.2099609375,0.0,10374.330078125,10216.6396484375,10242.8798828125,0.0,83144400
2016-08-08,10432.3603515625,0.0,10478.75,10403.4697265625,10407.5,0.0,66865100
2016-08-09,10692.900390625,0.0,10701.330078125,10433.7900390625,10438.599609375,0.0,81923600
2016-08-10,10650.8896484375,0.0,10708.25,10635.1103515625,10676.900390625,0.0,101105900
2016-08-11,10742.83984375,0.0,10742.83984375,10635.419921875,10687.5703125,0.0,73242600
2016-08-12,10713.4296875,0.0,10735.1103515625,10685.51953125,10718.330078125,0.0,60464400
2016-08-15,10739.2099609375,0.0,10802.3203125,10712.1298828125,10719.1396484375,0.0,42913900
2016-08-16,10676.650390625,0.0,10737.0703125,10634.6796875,10666.7197265625,0.0,63827500
2016-08-17,10537.669921875,0.0,10696.759765625,10516.0498046875,10694.5498046875,0.0,68616100
2016-08-18,10603.0302734375,0.0,10625.330078125,10548.9697265625,10613.080078125,0.0,55434500
2016-08-19,10544.3603515625,0.0,10618.1103515625,10490.9599609375,10613.23046875,0.0,75389100
2016-08-22,10494.349609375,0.0,10656.25,10443.48046875,10528.8798828125,0.0,60733200
2016-08-23,10592.8798828125,0.0,10627.0,10516.26953125,10542.9501953125,0.0,57648100
2016-08-24,10622.9697265625,0.0,10653.169921875,10515.16015625,10531.1396484375,0.0,62918100
2016-08-25,10529.58984375,0.0,10576.5595703125,10470.73046875,10576.5595703125,0.0,54747900
2016-08-26,10587.76953125,0.0,10613.0595703125,10484.0302734375,10512.2099609375,0.0,49679600
2016-08-29,10544.4404296875,0.0,10566.6904296875,10441.8095703125,10503.8798828125,0.0,35059800
2016-08-30,10657.6396484375,0.0,10688.48046875,10588.48046875,10588.7099609375,0.0,62085400
2016-08-31,10592.6904296875,0.0,10666.8095703125,10591.4404296875,10627.1796875,0.0,89943800
2016-09-01,10534.3095703125,0.0,10676.3203125,10492.2900390625,10622.330078125,0.0,104480700
2016-09-02,10683.8203125,0.0,10693.6396484375,10516.8095703125,10570.7001953125,0.0,83686900
2016-09-05,10672.2197265625,0.0,10740.3896484375,10671.5498046875,10712.169921875,0.0,58164200
2016-09-06,10687.1396484375,0.0,10742.490234375,10657.4296875,10704.8896484375,0.0,67228300
2016-09-07,10752.98046875,0.0,10775.9296875,10659.73046875,10706.8603515625,0.0,79763500
2016-09-08,10675.2900390625,0.0,10780.419921875,10570.0595703125,10749.8203125,0.0,93703200
2016-09-09,10573.4404296875,0.0,10671.66015625,10539.3095703125,10641.8095703125,0.0,101924800
2016-09-12,10431.76953125,0.0,10431.900390625,10299.3798828125,10380.4599609375,0.0,172217200
2016-09-13,10386.599609375,0.0,10507.0400390625,10382.849609375,10483.0703125,0.0,89963700
2016-09-14,10378.400390625,0.0,10450.41015625,10369.7197265625,10410.2998046875,0.0,94000200
2016-09-15,10431.2001953125,0.0,10446.400390625,10337.23046875,10360.83984375,0.0,83377500
2016-09-16,10276.169921875,0.0,10427.2001953125,10262.1904296875,10403.669921875,0.0,214977900
2016-09-19,10373.8701171875,0.0,10381.9296875,10326.75,10349.8701171875,0.0,72793700
2016-09-20,10393.8603515625,0.0,10465.9501953125,10371.6201171875,10374.6796875,0.0,74047200
2016-09-21,10436.490234375,0.0,10535.25,10427.2197265625,10496.4296875,0.0,79030100
2016-09-22,10674.1796875,0.0,10705.400390625,10517.7998046875,10518.5302734375,0.0,98953600
2016-09-23,10626.9697265625,0.0,10675.6201171875,10610.9501953125,10662.490234375,0.0,70001800
2016-09-26,10393.7099609375,0.0,10560.830078125,10385.6298828125,10555.1904296875,0.0,105447100
2016-09-27,10361.48046875,0.0,10455.8798828125,10265.6904296875,10451.400390625,0.0,111484400
2016-09-28,10438.33984375,0.0,10518.3603515625,10417.150390625,10425.8896484375,0.0,87738700
2016-09-29,10405.5400390625,0.0,10575.33984375,10370.23046875,10545.599609375,0.0,103879900
2016-09-30,10511.01953125,0.0,10531.259765625,10189.9404296875,10240.6904296875,0.0,188168400
2016-10-04,10619.6103515625,0.0,10646.7197265625,10492.25,10492.9697265625,0.0,131527100
2016-10-05,10585.7802734375,0.0,10622.4404296875,10486.6298828125,10535.6201171875,0.0,96736400
2016-10-06,10568.7998046875,0.0,10641.1298828125,10537.6796875,10641.1298828125,0.0,108655300
2016-10-07,10490.8603515625,0.0,10579.08984375,10465.349609375,10549.6904296875,0.0,125272100
2016-10-10,10624.080078125,0.0,10639.41015625,10454.98046875,10496.009765625,0.0,101673900
2016-10-11,10577.16015625,0.0,10692.3603515625,10568.7197265625,10600.9404296875,0.0,97984000
2016-10-12,10523.0703125,0.0,10604.0,10503.2001953125,10572.7197265625,0.0,90401500
2016-10-13,10414.0703125,0.0,10430.830078125,10349.0595703125,10425.7900390625,0.0,98756300
2016-10-14,10580.3798828125,0.0,10615.2998046875,10449.4697265625,10450.0595703125,0.0,101264600
2016-10-17,10503.5703125,0.0,10583.7001953125,10491.2802734375,10544.6904296875,0.0,63729900
2016-10-18,10631.5498046875,0.0,10657.33984375,10543.6904296875,10560.1396484375,0.0,88963500
2016-10-19,10645.6796875,0.0,10672.2197265625,10587.7099609375,10626.990234375,0.0,75976500
2016-10-20,10701.3896484375,0.0,10748.41015625,10592.8896484375,10665.75,0.0,106411600
2016-10-21,10710.73046875,0.0,10737.259765625,10672.349609375,10710.509765625,0.0,86862500
2016-10-24,10761.169921875,0.0,10820.080078125,10743.8701171875,10743.8701171875,0.0,79892800
2016-10-25,10757.3095703125,0.0,10827.7197265625,10738.3603515625,10786.25,0.0,92480500
2016-10-26,10709.6796875,0.0,10737.7900390625,10632.2900390625,10726.2197265625,0.0,78207200
2016-10-27,10717.080078125,0.0,10772.669921875,10656.1796875,10691.8603515625,0.0,84114600
2016-10-28,10696.1904296875,0.0,10716.16015625,10583.5703125,10634.990234375,0.0,72757200
2016-10-31,10665.009765625,0.0,10687.740234375,10634.33984375,10658.669921875,0.0,70462700
2016-11-01,10526.16015625,0.0,10730.48046875,10506.3896484375,10724.1396484375,0.0,77982300
2016-11-02,10370.9296875,0.0,10460.9296875,10368.2001953125,10443.51953125,0.0,92787200
2016-11-03,10325.8798828125,0.0,10406.7197265625,10325.8798828125,10341.8603515625,0.0,85258600
2016-11-04,10259.1298828125,0.0,10286.3896484375,10212.5302734375,10281.8701171875,0.0,90278800
2016-11-07,10456.9501953125,0.0,10456.9501953125,10381.1396484375,10410.5595703125,0.0,84888900
2016-11-08,10482.3203125,0.0,10486.0400390625,10414.830078125,10449.51953125,0.0,75733000
2016-11-09,10646.009765625,0.0,10646.5498046875,10174.919921875,10181.8896484375,0.0,173824300
2016-11-10,10630.1201171875,0.0,10793.9697265625,10575.9599609375,10710.0400390625,0.0,191298200
2016-11-11,10667.9501953125,0.0,10714.4697265625,10584.3095703125,10702.8798828125,0.0,129405900
2016-11-14,10693.6904296875,0.0,10802.3896484375,10677.08984375,10750.6201171875,0.0,134894100
2016-11-15,10735.1396484375,0.0,10748.3095703125,10666.169921875,10720.9296875,0.0,107326300
2016-11-16,10663.8701171875,0.0,10735.4697265625,10610.26953125,10726.33984375,0.0,98808300
2016-11-17,10685.5400390625,0.0,10686.8798828125,10604.3203125,10640.3603515625,0.0,98108200
2016-11-18,10664.5595703125,0.0,10737.98046875,10649.1201171875,10735.0498046875,0.0,106647500
2016-11-21,10685.1298828125,0.0,10727.08984375,10595.1396484375,10697.9501953125,0.0,73724200
2016-11-22,10713.849609375,0.0,10767.73046875,10707.8701171875,10745.669921875,0.0,85867200
2016-11-23,10662.4404296875,0.0,10742.66015625,10602.2099609375,10718.8896484375,0.0,95534900
2016-11-24,10689.259765625,0.0,10715.650390625,10653.6201171875,10689.16015625,0.0,55623300
2016-11-25,10699.26953125,0.0,10710.16015625,10649.3701171875,10700.169921875,0.0,61043900
2016-11-28,10582.669921875,0.0,10658.3603515625,10554.9404296875,10655.919921875,0.0,75862500
2016-11-29,10620.490234375,0.0,10624.759765625,10539.23046875,10562.150390625,0.0,80835800
2016-11-30,10640.2998046875,0.0,10691.669921875,10606.0400390625,10615.7900390625,0.0,110326100
2016-12-01,10534.0498046875,0.0,10627.099609375,10502.5400390625,10593.0595703125,0.0,93397600
2016-12-02,10513.349609375,0.0,10545.3701171875,10402.58984375,10436.48046875,0.0,86402800
2016-12-05,10684.830078125,0.0,10730.740234375,10493.6201171875,10494.6396484375,0.0,107266900
2016-12-06,10775.3203125,0.0,10786.259765625,10668.669921875,10685.0,0.0,142691700
2016-12-07,10986.6904296875,0.0,10988.7900390625,10873.8095703125,10885.0498046875,0.0,148433100
2016-12-08,11179.419921875,0.0,11193.099609375,10990.599609375,11035.759765625,0.0,174835000
2016-12-09,11203.6298828125,0.0,11231.6904296875,11145.98046875,11170.1796875,0.0,103830000
2016-12-12,11190.2099609375,0.0,11213.0400390625,11141.8603515625,11198.419921875,0.0,89811700
2016-12-13,11284.650390625,0.0,11300.4404296875,11191.6396484375,11194.669921875,0.0,98486400
2016-12-14,11244.83984375,0.0,11281.4296875,11235.240234375,11254.4697265625,0.0,90297900
