Price,Close,Dividends,High,Low,Open,Stock Splits,Volume
Ticker,TSLA,TSLA,TSLA,TSLA,TSLA,TSLA,TSLA
Date,,,,,,,
2021-01-04,243.2566680908203,0.0,248.163330078125,239.06333923339844,239.82000732421875,0.0,145914600
2021-01-05,245.0366668701172,0.0,246.94667053222656,239.73333740234375,241.22000122070312,0.0,96735600
2021-01-06,251.9933319091797,0.0,258.0,249.6999969482422,252.8300018310547,0.0,134100000
2021-01-07,272.0133361816406,0.0,272.3299865722656,258.3999938964844,259.2099914550781,0.0,154496700
2021-01-08,293.3399963378906,0.0,294.8299865722656,279.46331787109375,285.3333435058594,0.0,225166500
2021-01-11,270.39666748046875,0.0,284.80999755859375,267.8733215332031,283.1333312988281,0.0,177904800
2021-01-12,283.14666748046875,0.0,289.3333435058594,275.7799987792969,277.0,0.0,138812100
2021-01-13,284.8033447265625,0.0,286.8233337402344,277.3333435058594,284.2533264160156,0.0,99937500
2021-01-14,281.6666564941406,0.0,287.6666564941406,279.5833435058594,281.1300048828125,0.0,93798900
2021-01-15,275.38665771484375,0.0,286.6333312988281,273.0333251953125,284.0,0.0,116332800
2021-01-19,281.51666259765625,0.0,283.3333435058594,277.6666564941406,279.26666259765625,0.0,76101000
2021-01-20,283.48333740234375,0.0,286.5,279.09332275390625,286.2466735839844,0.0,76997700
2021-01-21,281.663330078125,0.0,285.239990234375,280.47332763671875,285.0,0.0,61563300
2021-01-22,282.21331787109375,0.0,282.6666564941406,276.2066650390625,278.10333251953125,0.0,60199500
2021-01-25,293.6000061035156,0.0,300.1333312988281,279.6066589355469,285.0,0.0,123520200
2021-01-26,294.36334228515625,0.0,298.6333312988281,290.5333251953125,297.1266784667969,0.0,69394800
2021-01-27,288.0533447265625,0.0,297.1666564941406,286.2200012207031,290.1166687011719,0.0,82002000
2021-01-28,278.4766540527344,0.0,282.6666564941406,267.0,273.3333435058594,0.0,79134000
2021-01-29,264.510009765625,0.0,280.8033447265625,260.0333251953125,276.6666564941406,0.0,104972400
2021-02-01,279.9366760253906,0.0,280.6666564941406,265.1866760253906,271.42999267578125,0.0,76174200
2021-02-02,290.92999267578125,0.0,293.5,280.73333740234375,281.55999755859375,0.0,73038600
2021-02-03,284.89666748046875,0.0,292.6933288574219,284.35333251953125,292.3399963378906,0.0,55030500
2021-02-04,283.3299865722656,0.0,285.5,277.8066711425781,285.0,0.0,47438100
2021-02-05,284.07666015625,0.0,288.25665283203125,279.65667724609375,281.6666564941406,0.0,55699800
2021-02-08,287.8066711425781,0.0,292.5899963378906,284.9166564941406,289.8900146484375,0.0,60485100
2021-02-09,283.1533203125,0.0,286.6000061035156,280.5833435058594,285.0400085449219,0.0,45473100
2021-02-10,268.2733459472656,0.0,281.6066589355469,266.67333984375,281.21331787109375,0.0,108648300
2021-02-11,270.5533447265625,0.0,276.6266784667969,267.24334716796875,270.8133239746094,0.0,64868400
2021-02-12,272.0400085449219,0.0,272.4433288574219,261.77667236328125,267.086669921875,0.0,71304900
